pid,overallqual,yearbuilt,centralair,grlivarea,fullbath,salecondition,saleprice
916325040,6,1958,Y,1650,1,Abnormal,250764
916326010,8,1981,Y,1707,2,Normal,228000
916402125,6,1987,Y,1137,2,Normal,176000
916403020,7,1990,Y,1339,2,Normal,180000
916403130,7,1990,Y,2514,2,Normal,250000
916460070,6,2000,Y,1403,2,Normal,202000
916475100,8,2002,Y,1800,2,Normal,312500
916477010,8,2005,Y,1960,2,Abnormal,320000
921205030,8,2005,Y,2028,2,Abnormal,369900
921205050,9,2005,Y,1838,2,Abnormal,359900
923125030,1,1951,Y,1600,1,Normal,81500
923202025,7,1997,Y,1368,2,Normal,215000
923203090,6,1998,Y,1216,2,Normal,164000
923203100,6,1998,Y,1337,2,Normal,153500
923205120,5,2006,Y,1140,1,Abnormal,84500
923225190,5,1977,Y,1304,1,Normal,104500
923225240,5,1977,Y,1475,2,Normal,127000
923225260,6,1973,Y,2521,2,Normal,151400
923225510,5,1968,Y,874,1,Normal,126500
923226150,5,1970,Y,1652,2,Normal,146500
923226180,4,1970,Y,630,1,Normal,73000
923226290,4,1972,Y,1092,1,Normal,79400
923227100,5,1969,Y,1360,1,Normal,140000
923228130,5,1970,Y,630,1,Abnormal,92000
923228180,4,1970,Y,1092,1,Abnormal,87550
923228210,4,1970,Y,1092,1,Normal,79500
923228260,4,1970,Y,1092,1,Normal,90500
923228310,4,1970,Y,1092,1,Abnormal,71000
923229110,6,1976,Y,1728,2,Normal,150900
923230040,5,1976,Y,1728,2,Family,188000
923250060,5,1977,Y,1126,2,Normal,160000
923251180,5,1960,Y,1224,1,Abnormal,131000
923275080,6,1984,Y,1003,1,Normal,142500
923276100,5,1983,Y,902,1,Normal,131000
923400125,5,1992,Y,970,1,Normal,132000
924100070,5,1974,Y,1389,1,Normal,170000
924151050,7,1993,Y,2000,2,Normal,188000
527216070,8,2003,Y,3279,3,Normal,538000
534202160,5,1966,Y,1232,1,Normal,142250
535125010,7,1970,Y,2207,2,Normal,180000
535175180,5,1959,Y,1206,1,Normal,108538
535456110,5,1951,Y,900,1,Normal,134800
902206130,6,1938,Y,1251,1,Normal,119000
903450110,5,1963,N,816,1,Normal,110000
906425045,6,1900,Y,1445,2,Normal,138500
908102110,5,1954,Y,992,1,Abnormal,155891
911128180,4,1920,Y,1128,1,Abnormal,68400
916386010,7,2008,Y,1346,2,Normal,220000
527132090,8,1998,Y,1478,2,Normal,240000
528175050,7,2007,Y,1358,2,Normal,212500
528180130,9,2008,Y,1456,2,Normal,248500
528431070,8,2008,Y,1658,2,Normal,257500
531452070,6,1990,Y,1332,2,Normal,145000
534400050,6,1964,Y,1516,1,Normal,167000
534402060,5,1964,Y,1292,1,Abnormal,145100
535125090,7,1965,Y,1986,2,Normal,205000
535300120,6,1962,Y,1382,1,Normal,176000
535353240,7,1948,Y,1527,1,Normal,152500
902206260,5,1938,Y,886,1,Normal,91300
904301070,5,1987,Y,1200,3,Abnormal,179000
907130100,6,1997,Y,1764,2,Normal,231500
907410130,8,2007,Y,1602,2,Normal,293200
527164120,7,1994,Y,1895,2,Normal,194500
527425035,4,1972,Y,864,1,Normal,111250
528172080,8,2003,Y,1575,2,Normal,284000
535327230,5,1957,Y,1764,2,Normal,100000
902326060,6,1905,N,1912,2,Normal,163000
902427150,4,1958,Y,1093,1,Normal,115500
903454100,6,1938,Y,1969,2,Normal,141000
906420130,7,1993,Y,2097,2,Normal,228000
907194020,7,2001,Y,1792,2,Normal,231500
908225170,4,1955,N,784,1,Normal,91900
914476450,4,1991,Y,1689,2,Normal,228500
916402015,6,1989,Y,1495,2,Normal,150000
923228080,6,1970,Y,1092,2,Normal,98000
528106040,9,2006,Y,2121,2,Abnormal,415298
528344020,8,1998,Y,2582,2,Normal,322500
528429090,9,2006,Y,1905,2,Normal,320000
528435010,7,2007,Y,1528,3,Abnormal,235876
532354070,5,1962,Y,999,1,Normal,132500
533130170,8,1992,Y,2872,2,Normal,285000
533221060,6,2000,Y,1573,2,Normal,177000
533254100,6,1976,Y,1855,2,Normal,187000
533254130,6,1976,Y,1262,2,Normal,181500
534276070,6,1958,Y,1138,1,Normal,145000
534430090,6,1950,Y,932,1,Normal,124000
535426130,5,1969,Y,2080,1,Family,135000
902105110,5,1910,Y,1432,2,Abnormal,132000
903204030,5,1950,Y,1435,1,Normal,128250
903233050,5,1920,Y,1513,1,Normal,137500
907192040,7,2000,Y,1842,2,Normal,217500
910202030,5,1922,Y,816,1,Normal,75200
916460020,6,1996,Y,1491,2,Normal,178000
527108030,8,2005,Y,2064,2,Normal,250000
527190220,8,1985,Y,1742,2,Normal,275000
527328010,6,1980,Y,1102,1,Normal,169000
528142060,8,2006,Y,2389,2,Abnormal,298236
528228580,7,2006,Y,1500,2,Abnormal,246578
534275010,5,1961,Y,1050,1,Normal,136500
534430050,6,1934,Y,816,1,Normal,129800
535125060,7,1966,Y,2157,2,Normal,226000
535375040,3,1930,Y,713,1,Normal,99800
535377100,4,1900,Y,720,1,Normal,86900
535380130,4,1910,Y,1760,1,Abnormal,80000
905107300,6,1978,Y,1040,1,Normal,160500
905427140,5,1962,Y,1560,2,Normal,182000
907251100,8,2002,Y,1989,2,Normal,255000
907290230,6,2004,Y,848,1,Normal,155900
908130020,6,2002,Y,914,1,Normal,117250
914452060,6,1978,Y,1664,2,Normal,145000
923275080,6,1984,Y,1003,1,Normal,142500
